food,text
macaroni cooked,"Macaroni cooked provides 221 kcal per 100 grams. It contains 1.3 g of total fat (0.2 g saturated, 0.2 g monounsaturated, and 0.4 g polyunsaturated), 43.2 g of carbohydrates with 0.8 g of sugars, 8.1 g of protein, and 2.5 g of dietary fiber. It has 0.0 mg of cholesterol, 0.071 g of sodium, and 87.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.2 mg, B5 (Pantothenic Acid) = 2.4 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.4 mg, B12 = 0.1 mg, Vitamin C = 0.089 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.021 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 9.8 mg, Iron = 0.1 mg, Magnesium = 1.8 mg, Manganese = 25.2 mg, Phosphorus = 0.5 mg, Potassium = 81.2 mg, Selenium = 61.6 mg, and Zinc = 0.029 mg. The overall nutrition density score is 55.217. "
spinach egg noodles dry,"Spinach egg noodles dry provides 145 kcal per 100 grams. It contains 1.7 g of total fat (0.4 g saturated, 0.5 g monounsaturated, and 0.4 g polyunsaturated), 26.7 g of carbohydrates with 0.0 g of sugars, 5.6 g of protein, and 2.6 g of dietary fiber. It has 36.1 mg of cholesterol, 0.096 g of sodium, and 3.3 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.4 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 2.5 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.083 mg, B12 = 0.1 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 21.3 mg, Copper = 0.025 mg, Iron = 1.6 mg, Magnesium = 31.2 mg, Manganese = 0.4 mg, Phosphorus = 73.3 mg, Potassium = 134.9 mg, Selenium = 0.0 mg, and Zinc = 0.7 mg. The overall nutrition density score is 59.5. "
japanese soba noodles cooked,"Japanese soba noodles cooked provides 113 kcal per 100 grams. It contains 0.1 g of total fat (0.026 g saturated, 0.085 g monounsaturated, and 0.007 g polyunsaturated), 24.4 g of carbohydrates with 0.0 g of sugars, 5.8 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.1 g of sodium, and 83.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.097 mg, B3 (Niacin) = 0.6 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.026 mg, B11 (Folic Acid) = 0.022 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 4.6 mg, Copper = 0.084 mg, Iron = 0.5 mg, Magnesium = 10.3 mg, Manganese = 0.4 mg, Phosphorus = 28.5 mg, Potassium = 39.9 mg, Selenium = 0.0 mg, and Zinc = 0.1 mg. The overall nutrition density score is 35.4. "
rice noodles cooked,"Rice noodles cooked provides 190 kcal per 100 grams. It contains 0.4 g of total fat (0.072 g saturated, 0.007 g monounsaturated, and 0.021 g polyunsaturated), 42.3 g of carbohydrates with 0.052 g of sugars, 3.2 g of protein, and 1.8 g of dietary fiber. It has 0.0 mg of cholesterol, 0.075 g of sodium, and 129.9 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.002 mg, B2 (Riboflavin) = 0.011 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 0.087 mg, B6 = 0.003 mg, B11 (Folic Acid) = 0.009 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 7.0 mg, Copper = 0.045 mg, Iron = 0.2 mg, Magnesium = 5.3 mg, Manganese = 0.2 mg, Phosphorus = 35.2 mg, Potassium = 7.0 mg, Selenium = 0.076 mg, and Zinc = 0.4 mg. The overall nutrition density score is 54.9. "
whole wheat macaroni cooked,"Whole wheat macaroni cooked provides 174 kcal per 100 grams. It contains 0.8 g of total fat (0.1 g saturated, 0.1 g monounsaturated, and 0.3 g polyunsaturated), 37.2 g of carbohydrates with 1.1 g of sugars, 7.5 g of protein, and 3.9 g of dietary fiber. It has 0.0 mg of cholesterol, 0.057 g of sodium, and 94.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.087 mg, B3 (Niacin) = 1.0 mg, B5 (Pantothenic Acid) = 0.6 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.039 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.4 mg, Vitamin K = 0.061 mg. Mineral content per 100g: Calcium = 21.0 mg, Copper = 0.2 mg, Iron = 1.5 mg, Magnesium = 42.0 mg, Manganese = 1.9 mg, Phosphorus = 124.6 mg, Potassium = 61.6 mg, Selenium = 0.077 mg, and Zinc = 1.1 mg. The overall nutrition density score is 71.9. "
spaghetti cooked,"Spaghetti cooked provides 363 kcal per 100 grams. It contains 2.1 g of total fat (0.4 g saturated, 0.3 g monounsaturated, and 0.7 g polyunsaturated), 71.0 g of carbohydrates with 1.3 g of sugars, 13.3 g of protein, and 4.1 g of dietary fiber. It has 0.0 mg of cholesterol, 0.089 g of sodium, and 142.9 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.3 mg, B5 (Pantothenic Acid) = 3.9 mg, B6 = 0.3 mg, B11 (Folic Acid) = 0.6 mg, B12 = 0.2 mg, Vitamin C = 0.1 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.1 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 16.1 mg, Iron = 0.2 mg, Magnesium = 2.9 mg, Manganese = 41.4 mg, Phosphorus = 0.7 mg, Potassium = 133.4 mg, Selenium = 101.2 mg, and Zinc = 0.016 mg. The overall nutrition density score is 90.8. "
whole wheat spaghetti cooked,"Whole wheat spaghetti cooked provides 174 kcal per 100 grams. It contains 0.8 g of total fat (0.1 g saturated, 0.1 g monounsaturated, and 0.3 g polyunsaturated), 37.2 g of carbohydrates with 1.1 g of sugars, 7.5 g of protein, and 6.3 g of dietary fiber. It has 0.0 mg of cholesterol, 0.091 g of sodium, and 94.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.043 mg, B3 (Niacin) = 1.0 mg, B5 (Pantothenic Acid) = 0.6 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.081 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.4 mg, Vitamin K = 0.083 mg. Mineral content per 100g: Calcium = 21.0 mg, Copper = 0.2 mg, Iron = 1.5 mg, Magnesium = 42.0 mg, Manganese = 1.9 mg, Phosphorus = 124.6 mg, Potassium = 61.6 mg, Selenium = 0.028 mg, and Zinc = 1.1 mg. The overall nutrition density score is 74.3. "
waffle,"Waffle provides 218 kcal per 100 grams. It contains 10.6 g of total fat (2.1 g saturated, 2.6 g monounsaturated, and 5.1 g polyunsaturated), 24.7 g of carbohydrates with 0.0 g of sugars, 5.9 g of protein, and 0.0 g of dietary fiber. It has 51.8 mg of cholesterol, 0.4 g of sodium, and 31.5 g of water. Vitamin content per 100g: A = 0.069 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 1.6 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.067 mg, B11 (Folic Acid) = 0.062 mg, B12 = 0.08 mg, Vitamin C = 0.3 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 191.3 mg, Copper = 0.024 mg, Iron = 1.7 mg, Magnesium = 14.3 mg, Manganese = 0.2 mg, Phosphorus = 142.5 mg, Potassium = 119.3 mg, Selenium = 0.068 mg, and Zinc = 0.5 mg. The overall nutrition density score is 234.547. "
baked taco shell,"Baked taco shell provides 61 kcal per 100 grams. It contains 2.7 g of total fat (0.8 g saturated, 0.8 g monounsaturated, and 0.9 g polyunsaturated), 8.3 g of carbohydrates with 0.2 g of sugars, 0.8 g of protein, and 0.9 g of dietary fiber. It has 0.0 mg of cholesterol, 0.004 g of sodium, and 0.8 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.09 mg, B2 (Riboflavin) = 0.048 mg, B3 (Niacin) = 0.2 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.089 mg, B11 (Folic Acid) = 0.038 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.094 mg, Vitamin K = 0.069 mg. Mineral content per 100g: Calcium = 12.5 mg, Copper = 0.043 mg, Iron = 0.2 mg, Magnesium = 11.1 mg, Manganese = 0.092 mg, Phosphorus = 30.4 mg, Potassium = 30.1 mg, Selenium = 0.097 mg, and Zinc = 0.2 mg. The overall nutrition density score is 25.4. "
puff pastry,"Puff pastry provides 1367 kcal per 100 grams. It contains 94.3 g of total fat (13.5 g saturated, 21.6 g monounsaturated, and 54.5 g polyunsaturated), 112.0 g of carbohydrates with 1.8 g of sugars, 18.1 g of protein, and 3.7 g of dietary fiber. It has 0.0 mg of cholesterol, 0.6 g of sodium, and 18.1 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.8 mg, B2 (Riboflavin) = 0.6 mg, B3 (Niacin) = 9.3 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.062 mg, B11 (Folic Acid) = 0.1 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 1.3 mg, Vitamin K = 0.03 mg. Mineral content per 100g: Calcium = 24.5 mg, Copper = 0.3 mg, Iron = 6.4 mg, Magnesium = 39.2 mg, Manganese = 1.2 mg, Phosphorus = 147.0 mg, Potassium = 151.9 mg, Selenium = 0.051 mg, and Zinc = 1.3 mg. The overall nutrition density score is 259.0. "
blueberry muffin,"Blueberry muffin provides 214 kcal per 100 grams. It contains 9.2 g of total fat (1.6 g saturated, 2.7 g monounsaturated, and 4.6 g polyunsaturated), 30.2 g of carbohydrates with 17.9 g of sugars, 2.6 g of protein, and 0.6 g of dietary fiber. It has 17.1 mg of cholesterol, 0.2 g of sodium, and 14.2 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.095 mg, B2 (Riboflavin) = 0.094 mg, B3 (Niacin) = 0.016 mg, B5 (Pantothenic Acid) = 0.8 mg, B6 = 0.3 mg, B11 (Folic Acid) = 0.068 mg, B12 = 0.077 mg, Vitamin C = 0.034 mg, Vitamin D = 0.5 mg, Vitamin E = 0.065 mg, Vitamin K = 0.9 mg. Mineral content per 100g: Calcium = 0.054 mg, Copper = 25.1 mg, Iron = 0.063 mg, Magnesium = 0.7 mg, Manganese = 5.7 mg, Phosphorus = 0.3 mg, Potassium = 83.2 mg, Selenium = 69.0 mg, and Zinc = 0.002 mg. The overall nutrition density score is 42.915. "
bread crumbs,"Bread crumbs provides 427 kcal per 100 grams. It contains 5.7 g of total fat (1.3 g saturated, 1.1 g monounsaturated, and 2.2 g polyunsaturated), 77.7 g of carbohydrates with 6.7 g of sugars, 14.4 g of protein, and 4.9 g of dietary fiber. It has 0.0 mg of cholesterol, 0.8 g of sodium, and 7.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 1.0 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 7.2 mg, B5 (Pantothenic Acid) = 0.6 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.1 mg, B12 = 0.021 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.011 mg, Vitamin K = 0.005 mg. Mineral content per 100g: Calcium = 197.6 mg, Copper = 0.3 mg, Iron = 5.2 mg, Magnesium = 46.4 mg, Manganese = 1.0 mg, Phosphorus = 178.2 mg, Potassium = 211.7 mg, Selenium = 0.079 mg, and Zinc = 1.6 mg. The overall nutrition density score is 305.5. "
warm cinnamon roll mcdonalds,"Warm cinnamon roll mcdonalds provides 113 kcal per 100 grams. It contains 5.1 g of total fat (1.3 g saturated, 2.6 g monounsaturated, and 0.8 g polyunsaturated), 15.0 g of carbohydrates with 7.0 g of sugars, 2.0 g of protein, and 0.5 g of dietary fiber. It has 16.4 mg of cholesterol, 0.1 g of sodium, and 5.8 g of water. Vitamin content per 100g: A = 0.06 mg, B1 (Thiamine) = 0.05 mg, B2 (Riboflavin) = 0.059 mg, B3 (Niacin) = 0.7 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.043 mg, B11 (Folic Acid) = 0.019 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.5 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 16.1 mg, Copper = 0.083 mg, Iron = 0.5 mg, Magnesium = 5.4 mg, Manganese = 0.1 mg, Phosphorus = 29.4 mg, Potassium = 39.6 mg, Selenium = 0.0 mg, and Zinc = 0.2 mg. The overall nutrition density score is 39.264. "
corn muffin,"Corn muffin provides 201 kcal per 100 grams. It contains 5.5 g of total fat (0.9 g saturated, 1.4 g monounsaturated, and 2.1 g polyunsaturated), 33.7 g of carbohydrates with 11.7 g of sugars, 3.9 g of protein, and 2.2 g of dietary fiber. It has 17.2 mg of cholesterol, 0.3 g of sodium, and 21.5 g of water. Vitamin content per 100g: A = 0.01 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 1.3 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.063 mg, B11 (Folic Acid) = 0.043 mg, B12 = 0.099 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.5 mg, Vitamin K = 0.035 mg. Mineral content per 100g: Calcium = 48.8 mg, Copper = 0.2 mg, Iron = 1.9 mg, Magnesium = 21.1 mg, Manganese = 0.2 mg, Phosphorus = 187.4 mg, Potassium = 45.5 mg, Selenium = 0.041 mg, and Zinc = 0.4 mg. The overall nutrition density score is 96.069. "
tortilla,"Tortilla provides 467 kcal per 100 grams. It contains 1.9 g of total fat (0.6 g saturated, 0.4 g monounsaturated, and 0.8 g polyunsaturated), 98.4 g of carbohydrates with 5.4 g of sugars, 14.3 g of protein, and 4.7 g of dietary fiber. It has 0.0 mg of cholesterol, 0.9 g of sodium, and 78.7 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.7 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 8.1 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.2 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.4 mg, Vitamin K = 0.028 mg. Mineral content per 100g: Calcium = 137.9 mg, Copper = 0.2 mg, Iron = 7.5 mg, Magnesium = 37.4 mg, Manganese = 0.5 mg, Phosphorus = 287.6 mg, Potassium = 206.9 mg, Selenium = 0.011 mg, and Zinc = 0.6 mg. The overall nutrition density score is 264.7. "
croutons seasoned,"Croutons seasoned provides 186 kcal per 100 grams. It contains 7.3 g of total fat (2.1 g saturated, 3.8 g monounsaturated, and 0.9 g polyunsaturated), 25.4 g of carbohydrates with 1.8 g of sugars, 4.3 g of protein, and 2.0 g of dietary fiber. It has 2.8 mg of cholesterol, 0.4 g of sodium, and 1.4 g of water. Vitamin content per 100g: A = 0.029 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 1.9 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.078 mg, B11 (Folic Acid) = 0.057 mg, B12 = 0.053 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.2 mg, Vitamin K = 0.069 mg. Mineral content per 100g: Calcium = 38.4 mg, Copper = 0.043 mg, Iron = 1.1 mg, Magnesium = 16.8 mg, Manganese = 0.2 mg, Phosphorus = 56.0 mg, Potassium = 72.4 mg, Selenium = 0.012 mg, and Zinc = 0.4 mg. The overall nutrition density score is 78.5. "
buttermilk waffle,"Buttermilk waffle provides 102 kcal per 100 grams. It contains 3.1 g of total fat (0.8 g saturated, 1.7 g monounsaturated, and 0.5 g polyunsaturated), 16.0 g of carbohydrates with 1.5 g of sugars, 2.4 g of protein, and 0.9 g of dietary fiber. It has 4.3 mg of cholesterol, 0.2 g of sodium, and 10.4 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 2.6 mg, B5 (Pantothenic Acid) = 0.098 mg, B6 = 0.4 mg, B11 (Folic Acid) = 0.045 mg, B12 = 0.06 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.2 mg, Vitamin K = 0.043 mg. Mineral content per 100g: Calcium = 98.7 mg, Copper = 0.072 mg, Iron = 2.2 mg, Magnesium = 7.3 mg, Manganese = 0.054 mg, Phosphorus = 146.5 mg, Potassium = 45.5 mg, Selenium = 0.008 mg, and Zinc = 0.2 mg. The overall nutrition density score is 123.4. "
flour tortilla,"Flour tortilla provides 146 kcal per 100 grams. It contains 3.7 g of total fat (0.6 g saturated, 1.9 g monounsaturated, and 1.1 g polyunsaturated), 24.1 g of carbohydrates with 1.3 g of sugars, 3.9 g of protein, and 1.2 g of dietary fiber. It has 0.0 mg of cholesterol, 0.4 g of sodium, and 15.9 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.093 mg, B3 (Niacin) = 2.1 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.042 mg, B11 (Folic Acid) = 0.065 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.4 mg, Vitamin K = 0.095 mg. Mineral content per 100g: Calcium = 79.9 mg, Copper = 0.089 mg, Iron = 1.6 mg, Magnesium = 10.3 mg, Manganese = 0.3 mg, Phosphorus = 104.4 mg, Potassium = 65.2 mg, Selenium = 0.004 mg, and Zinc = 0.3 mg. The overall nutrition density score is 114.4. "
glazed donut,"Glazed donut provides 55 kcal per 100 grams. It contains 3.0 g of total fat (1.2 g saturated, 0.9 g monounsaturated, and 0.5 g polyunsaturated), 6.2 g of carbohydrates with 3.0 g of sugars, 0.8 g of protein, and 0.3 g of dietary fiber. It has 3.9 mg of cholesterol, 0.082 g of sodium, and 2.9 g of water. Vitamin content per 100g: A = 0.098 mg, B1 (Thiamine) = 0.002 mg, B2 (Riboflavin) = 0.061 mg, B3 (Niacin) = 0.3 mg, B5 (Pantothenic Acid) = 0.059 mg, B6 = 0.021 mg, B11 (Folic Acid) = 0.062 mg, B12 = 0.077 mg, Vitamin C = 0.2 mg, Vitamin D = 0.016 mg, Vitamin E = 0.2 mg, Vitamin K = 0.025 mg. Mineral content per 100g: Calcium = 13.1 mg, Copper = 0.07 mg, Iron = 0.3 mg, Magnesium = 2.2 mg, Manganese = 0.086 mg, Phosphorus = 15.2 mg, Potassium = 13.3 mg, Selenium = 0.056 mg, and Zinc = 0.031 mg. The overall nutrition density score is 23.931. "
corn tortilla,"Corn tortilla provides 52 kcal per 100 grams. It contains 0.7 g of total fat (0.1 g saturated, 0.2 g monounsaturated, and 0.3 g polyunsaturated), 10.7 g of carbohydrates with 0.2 g of sugars, 1.4 g of protein, and 1.5 g of dietary fiber. It has 0.0 mg of cholesterol, 0.075 g of sodium, and 11.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.075 mg, B2 (Riboflavin) = 0.028 mg, B3 (Niacin) = 0.4 mg, B5 (Pantothenic Acid) = 0.073 mg, B6 = 0.041 mg, B11 (Folic Acid) = 0.036 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.038 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 19.4 mg, Copper = 0.036 mg, Iron = 0.3 mg, Magnesium = 17.3 mg, Manganese = 0.066 mg, Phosphorus = 75.4 mg, Potassium = 44.6 mg, Selenium = 0.056 mg, and Zinc = 0.3 mg. The overall nutrition density score is 34.0. "
muffin,"Muffin provides 169 kcal per 100 grams. It contains 6.5 g of total fat (1.2 g saturated, 1.6 g monounsaturated, and 3.3 g polyunsaturated), 23.6 g of carbohydrates with 0.0 g of sugars, 3.9 g of protein, and 1.5 g of dietary fiber. It has 22.2 mg of cholesterol, 0.3 g of sodium, and 21.5 g of water. Vitamin content per 100g: A = 0.078 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 1.3 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.01 mg, B11 (Folic Acid) = 0.094 mg, B12 = 0.028 mg, Vitamin C = 0.2 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 114.0 mg, Copper = 0.042 mg, Iron = 1.4 mg, Magnesium = 9.7 mg, Manganese = 0.2 mg, Phosphorus = 87.2 mg, Potassium = 69.0 mg, Selenium = 0.023 mg, and Zinc = 0.3 mg. The overall nutrition density score is 151.166. "
croutons,"Croutons provides 33 kcal per 100 grams. It contains 0.5 g of total fat (0.1 g saturated, 0.2 g monounsaturated, and 0.1 g polyunsaturated), 5.9 g of carbohydrates with 0.0 g of sugars, 1.0 g of protein, and 0.4 g of dietary fiber. It has 0.0 mg of cholesterol, 0.035 g of sodium, and 0.4 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.047 mg, B2 (Riboflavin) = 0.078 mg, B3 (Niacin) = 0.4 mg, B5 (Pantothenic Acid) = 0.073 mg, B6 = 0.06 mg, B11 (Folic Acid) = 0.061 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 6.1 mg, Copper = 0.068 mg, Iron = 0.3 mg, Magnesium = 2.5 mg, Manganese = 0.093 mg, Phosphorus = 9.2 mg, Potassium = 9.9 mg, Selenium = 0.026 mg, and Zinc = 0.093 mg. The overall nutrition density score is 14.2. "
donut with jelly filling,"Donut with jelly filling provides 289 kcal per 100 grams. It contains 15.9 g of total fat (4.1 g saturated, 8.7 g monounsaturated, and 2.0 g polyunsaturated), 33.2 g of carbohydrates with 17.9 g of sugars, 5.0 g of protein, and 0.8 g of dietary fiber. It has 22.1 mg of cholesterol, 0.4 g of sodium, and 30.3 g of water. Vitamin content per 100g: A = 0.044 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 1.8 mg, B5 (Pantothenic Acid) = 0.7 mg, B6 = 0.05 mg, B11 (Folic Acid) = 0.086 mg, B12 = 0.081 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.4 mg, Vitamin K = 0.012 mg. Mineral content per 100g: Calcium = 21.3 mg, Copper = 0.1 mg, Iron = 1.5 mg, Magnesium = 17.0 mg, Manganese = 0.2 mg, Phosphorus = 72.3 mg, Potassium = 67.2 mg, Selenium = 0.009 mg, and Zinc = 0.6 mg. The overall nutrition density score is 77.736. "
sweet cinnamon rolls,"Sweet cinnamon rolls provides 309 kcal per 100 grams. It contains 13.6 g of total fat (2.6 g saturated, 4.0 g monounsaturated, and 6.2 g polyunsaturated), 42.2 g of carbohydrates with 26.3 g of sugars, 5.1 g of protein, and 2.0 g of dietary fiber. It has 54.8 mg of cholesterol, 0.3 g of sodium, and 20.6 g of water. Vitamin content per 100g: A = 0.039 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 2.0 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.085 mg, B11 (Folic Acid) = 0.003 mg, B12 = 0.073 mg, Vitamin C = 1.7 mg, Vitamin D = 0.0 mg, Vitamin E = 1.7 mg, Vitamin K = 0.088 mg. Mineral content per 100g: Calcium = 59.8 mg, Copper = 0.034 mg, Iron = 1.3 mg, Magnesium = 14.1 mg, Manganese = 0.2 mg, Phosphorus = 63.1 mg, Potassium = 92.1 mg, Selenium = 0.085 mg, and Zinc = 0.5 mg. The overall nutrition density score is 125.783. "
oat bran muffin,"Oat bran muffin provides 46 kcal per 100 grams. It contains 1.3 g of total fat (0.2 g saturated, 0.3 g monounsaturated, and 0.7 g polyunsaturated), 8.2 g of carbohydrates with 1.4 g of sugars, 1.2 g of protein, and 0.8 g of dietary fiber. It has 0.0 mg of cholesterol, 0.067 g of sodium, and 6.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.028 mg, B2 (Riboflavin) = 0.049 mg, B3 (Niacin) = 0.024 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.026 mg, B11 (Folic Acid) = 0.09 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.1 mg, Vitamin K = 0.035 mg. Mineral content per 100g: Calcium = 10.7 mg, Copper = 0.082 mg, Iron = 0.7 mg, Magnesium = 26.7 mg, Manganese = 0.4 mg, Phosphorus = 63.9 mg, Potassium = 86.2 mg, Selenium = 0.035 mg, and Zinc = 0.3 mg. The overall nutrition density score is 22.9. "
french cruller donut,"French cruller donut provides 169 kcal per 100 grams. It contains 7.5 g of total fat (1.9 g saturated, 4.3 g monounsaturated, and 0.9 g polyunsaturated), 24.4 g of carbohydrates with 14.4 g of sugars, 1.3 g of protein, and 0.5 g of dietary fiber. It has 4.5 mg of cholesterol, 0.1 g of sodium, and 7.3 g of water. Vitamin content per 100g: A = 0.002 mg, B1 (Thiamine) = 0.005 mg, B2 (Riboflavin) = 0.057 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.02 mg, B6 = 0.052 mg, B11 (Folic Acid) = 0.062 mg, B12 = 0.061 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.058 mg, Vitamin K = 0.036 mg. Mineral content per 100g: Calcium = 10.7 mg, Copper = 0.084 mg, Iron = 1.0 mg, Magnesium = 4.9 mg, Manganese = 0.018 mg, Phosphorus = 50.4 mg, Potassium = 32.0 mg, Selenium = 0.07 mg, and Zinc = 0.1 mg. The overall nutrition density score is 45.42. "
